,specie link,name,synonyms,genera,genera link,spores 1d lower,spores 2d lower,pileus width lower,stipes long lower,stipes thick lower,spores 1d upper,spores 2d upper,pileus width upper,stipes long upper,stipes thick upper
56,https://www.mykoweb.com/CAF/species/Boletus_rex-veris.html,../species/Boletus rex-veris.html,"['Boletus edulis', 'Boletus edulis', 'pinicola', 'Boletus pinicola', 'Boletus pinophilus']",Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,0.125,0.04,900.0,500.0,200.0,0.18,0.05,1800.0,1000.0,600.0
57,https://www.mykoweb.com/CAF/species/Rubroboletus_pulcherrimus.html,Rubroboletus pulcherrimus,"['Boletus pulcherrimus', 'Boletus eastwoodiae']",Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,0.13,0.05,900.0,700.0,800.0,0.155,0.06,1700.0,1400.0,800.0
58,https://www.mykoweb.com/CAF/species/Butyriboletus_autumniregius.html,Butyriboletus autumniregius,['Boletus regius'],Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,0.13,0.04,800.0,500.0,300.0,0.155,0.05,1500.0,900.0,400.0
59,https://www.mykoweb.com/CAF/species/Caloboletus_rubripes.html,Caloboletus rubripes,['Boletus rubripes'],Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,0.12,0.045,600.0,600.0,300.0,0.165,0.055,1600.0,1500.0,500.0
60,https://www.mykoweb.com/CAF/species/Boletus_smithii.html,Boletus smithii,[],Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,0.135,0.16,700.0,700.0,350.0,0.135,0.16,1500.0,1500.0,700.0
61,https://www.mykoweb.com/CAF/species/Xerocomus_subtomentosus.html,Xerocomus subtomentosus,['Boletus subtomentosus'],Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,0.1,0.04,400.0,400.0,100.0,0.15,0.05,1200.0,800.0,200.0
62,https://www.mykoweb.com/CAF/species/Xerocomellus_mendocinensis.html,Xerocomellus mendocinensis,"['Xerocomus truncatus', ' Boletus truncatus', 'Xerocomellus truncatus']",Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,0.12,0.045,500.0,500.0,150.0,0.15,0.06,1000.0,1000.0,250.0
63,https://www.mykoweb.com/CAF/species/Xerocomellus_atropurpureus.html,Xerocomellus atropurpureus,"['Xerocomus zelleri', 'Boletus zelleri', 'Ceriomyces zelleri', 'Xerocomellus zelleri']",Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,0.11,0.04,400.0,500.0,100.0,0.15,0.06,1100.0,1000.0,300.0
64,https://www.mykoweb.com/CAF/species/Lactarius_rubidus.html,Lactarius rubidus,"['Lactarius fragilis', 'rubidus', 'Lactarius camphoratus']",Lactarius  ,https://www.mykoweb.com/CAF/genera/Lactarius.html,0.065,0.065,150.0,200.0,40.0,0.075,0.075,450.0,500.0,100.0
65,https://www.mykoweb.com/CAF/species/Clitocybe_albirhiza.html,Clitocybe albirhiza,[],Clitocybe  ,https://www.mykoweb.com/CAF/genera/Clitocybe.html,0.05,0.025,200.0,200.0,50.0,0.06,0.035,900.0,600.0,120.0
66,https://www.mykoweb.com/CAF/species/Clitocybe_rivulosa.html,Clitocybe rivulosa,"['Clitocybe dealbata', 'rivulosa', 'Clitocybe dealbata']",Clitocybe  ,https://www.mykoweb.com/CAF/genera/Clitocybe.html,0.04,0.02,200.0,200.0,40.0,0.05,0.03,400.0,400.0,80.0
67,https://www.mykoweb.com/CAF/species/Paralepista_flaccida.html,Paralepista flaccida,"['Lepista inversa', 'Clitocybe flaccida ', ' Lepista flaccida', 'Clitocybe inversa']",Clitocybe  ,https://www.mykoweb.com/CAF/genera/Clitocybe.html,0.04,0.034,200.0,300.0,40.0,0.045,0.034,900.0,700.0,60.0
68,https://www.mykoweb.com/CAF/species/Clitocybe_glacialis.html,Clitocybe glacialis,['Lyophyllum montanum'],Clitocybe  ,https://www.mykoweb.com/CAF/genera/Clitocybe.html,0.055,0.035,200.0,200.0,100.0,0.07,0.045,600.0,600.0,150.0
69,https://www.mykoweb.com/CAF/species/Clitocybe_nebularis.html,Clitocybe nebularis,['Lepista nebularis'],Clitocybe  ,https://www.mykoweb.com/CAF/genera/Clitocybe.html,0.055,0.035,500.0,500.0,150.0,0.085,0.045,2500.0,1500.0,400.0
70,http://www.mushroomexpert.com/clitocybe_odora.html,Clitocybe odora,[],Clitocybe  ,https://www.mykoweb.com/CAF/genera/Clitocybe.html,0.05,0.03,250.0,300.0,50.0,0.07,0.05,700.0,700.0,120.0
71,https://www.mykoweb.com/CAF/species/Clitocybe_sclerotoidea.html,Clitocybe sclerotoidea,['Tricholoma sclerotoideum'],Clitocybe  ,https://www.mykoweb.com/CAF/genera/Clitocybe.html,0.075,0.1,100.0,100.0,40.0,0.075,0.1,300.0,400.0,80.0
72,https://www.mykoweb.com/CAF/species/Clitocybe_tarda.html,Clitocybe tarda,"['Lepista tarda', 'Clitocybe sordida']",Clitocybe  ,https://www.mykoweb.com/CAF/genera/Clitocybe.html,0.055,0.035,200.0,150.0,30.0,0.08,0.04,600.0,500.0,70.0
73,https://www.mykoweb.com/CAF/species/Inosperma_adaequatum.html,Inosperma adaequatum,"['Inocybe jurana', 'Inocybe adaequata']",Inocybe  ,https://www.mykoweb.com/CAF/genera/Inocybe.html,0.09,0.06,100.0,400.0,100.0,0.12,0.075,100.0,800.0,200.0
74,https://www.mykoweb.com/CAF/species/Inocybe_brunnescens.html,Inocybe brunnescens,['Inocybe brunnescens'],Inocybe  ,https://www.mykoweb.com/CAF/genera/Inocybe.html,0.08,0.05,300.0,400.0,100.0,0.105,0.06,700.0,900.0,150.0
75,https://www.mykoweb.com/CAF/species/Inocybe_citrifolia.html,Inocybe citrifolia,[],Inocybe  ,https://www.mykoweb.com/CAF/genera/Inocybe.html,0.114,0.053,200.0,30.0,30.0,0.114,0.057,400.0,70.0,70.0
76,https://www.mykoweb.com/CAF/species/Inocybe_corydalina.html,Inocybe corydalina,[],Inocybe  ,https://www.mykoweb.com/CAF/genera/Inocybe.html,0.075,0.05,400.0,400.0,100.0,0.11,0.06,600.0,900.0,200.0
77,https://www.mykoweb.com/CAF/species/Inocybe_fraudans.html,Inocybe fraudans,['Inocybe pyriodora'],Inocybe  ,https://www.mykoweb.com/CAF/genera/Inocybe.html,0.09,0.055,250.0,400.0,50.0,0.115,0.07,650.0,800.0,170.0
78,https://www.mykoweb.com/CAF/species/Inocybe_insinuata.html,Inocybe insinuata,['Inocybe geophylla'],Inocybe  ,https://www.mykoweb.com/CAF/genera/Inocybe.html,0.075,0.045,200.0,250.0,30.0,0.09,0.05,400.0,500.0,60.0
79,https://www.mykoweb.com/CAF/species/Inocybe_pallidicremea.html,Inocybe pallidicremea,"['Inocybe lilacina', 'Inocybe geophylla', 'lilacina']",Inocybe  ,https://www.mykoweb.com/CAF/genera/Inocybe.html,0.075,0.045,120.0,250.0,30.0,0.105,0.05,300.0,400.0,40.0
80,https://www.mykoweb.com/CAF/species/Inocybe_griseolilacina.html,Inocybe griseolilacina,['Inocybe personata'],Inocybe  ,https://www.mykoweb.com/CAF/genera/Inocybe.html,0.08,0.045,150.0,200.0,40.0,0.105,0.06,300.0,400.0,70.0
81,https://www.mykoweb.com/CAF/species/Inocybe_pudica.html,Inocybe pudica,[],Inocybe  ,https://www.mykoweb.com/CAF/genera/Inocybe.html,0.075,0.045,200.0,200.0,50.0,0.1,0.05,400.0,400.0,80.0
82,https://www.mykoweb.com/CAF/species/Pseudosperma_sororium.html,Pseudosperma sororium,['Inocybe sororia'],Inocybe  ,https://www.mykoweb.com/CAF/genera/Inocybe.html,0.1,0.06,250.0,400.0,30.0,0.14,0.08,650.0,1000.0,80.0
83,https://www.mykoweb.com/CAF/species/Lactarius_alnicola.html,Lactarius alnicola,[],Lactarius  ,https://www.mykoweb.com/CAF/genera/Lactarius.html,0.07,0.06,600.0,200.0,150.0,0.1,0.08,1300.0,500.0,250.0
84,https://www.mykoweb.com/CAF/species/Lactarius_argillaceifolius.html,Lactarius argillaceifolius,[],Lactarius  ,https://www.mykoweb.com/CAF/genera/Lactarius.html,0.07,0.07,900.0,700.0,200.0,0.09,0.09,2100.0,1400.0,500.0
85,https://www.mykoweb.com/CAF/species/Lactarius_deliciosus.html,Lactarius deliciosus,[],Lactarius  ,https://www.mykoweb.com/CAF/genera/Lactarius.html,0.075,0.06,500.0,300.0,150.0,0.11,0.075,1300.0,600.0,250.0
86,https://www.mykoweb.com/CAF/species/Lactarius_pallescens.html,Lactarius pallescens,[],Lactarius  ,https://www.mykoweb.com/CAF/genera/Lactarius.html,0.09,0.07,500.0,400.0,120.0,0.1,0.08,1100.0,800.0,200.0
87,https://www.mykoweb.com/CAF/species/Lactarius_pubescens.html,Lactarius pubescens,[],Lactarius  ,https://www.mykoweb.com/CAF/genera/Lactarius.html,0.065,0.045,300.0,250.0,150.0,0.075,0.045,700.0,400.0,200.0
88,https://www.mykoweb.com/CAF/species/Lactarius_rubrilacteus.html,Lactarius rubrilacteus,['Lactarius sanguifluus'],Lactarius  ,https://www.mykoweb.com/CAF/genera/Lactarius.html,0.07,0.06,500.0,200.0,100.0,0.09,0.075,1200.0,500.0,250.0
